,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,avg_dxy,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites
617,617,6,MED,raxml,40,NA,0.01,35125,0_0_0,EXT,REF,0.138867748799517,0.116358850576881,0.0605874620373243,0.0414621943001475,68.1938775510204,32.2738469854863,-12.960349085982,-12.3396510656723,0.380281540020847,0.385,0.915237177925822,0.881,NA,92,0.0595482405383395,0.271769738997186,-20.7654054993808,-0.10640001637889,-0.032511116115772,0.284754199364421
618,618,6,MED,raxml,40,NA,0.02,25788,0_0_0,EXT,REF,0.14665430006297,0.146650350174339,0.0741304129680376,0.0504684417107903,69.0918367346939,30.0271652728589,-12.7423231965238,-12.0185643917571,0.523133413862875,0.432,0.996022375546831,0.91,NA,100,0.0776215580741748,0.277666621858192,-13.060078052145,-0.0620666762210191,-0.0482740815052372,0.209060250340489
619,619,6,MED,raxml,40,NA,0.03,21850,0_0_0,EXT,REF,0.188832436076371,0.270706107942043,0.0828946331072071,0.0563120662241599,62.3163265306122,32.8528731938038,-12.7301740176982,-12.3307833584365,0.273881523641957,0.305,0.653177878325963,0.797,NA,112,0.0586236582841958,0.288612375942897,-20.5606503849471,-0.196051882031473,-0.28176300633669,0.177135352487191
620,620,6,MED,raxml,40,NA,0.04,19549,0_0_0,EXT,REF,0.175466651588318,0.180553658548707,0.0882759522310519,0.0593790767368081,66.9897959183673,31.5586493439046,-12.7291384909181,-11.9940803997011,0.491607483083945,0.4,0.976318668809999,0.89,NA,100,0.056164391949399,0.265367199061207,-19.8610198997668,-0.0935926069999495,0.0285703747684056,0.158481419028471
621,621,6,MED,raxml,40,NA,0.05,17766,0_0_0,EXT,REF,0.217227245216271,0.28475997388681,0.0942331113964666,0.0638714889418963,59.8673469387755,34.0241387189906,-12.5728888491024,-12.1301022701085,0.386192652041897,0.299,0.828540868283763,0.795,NA,108,0.059622207118671,0.277054817341532,-20.3509284618214,-0.182259287315691,-0.198022252705156,0.144026849990272
622,622,6,MED,raxml,40,NA,0.1,13070,0_0_0,EXT,REF,0.234751579281022,0.239596710567478,0.114547700937829,0.0755381368991125,67.4387755102041,30.9745709892761,-12.4019542598384,-11.4585170753338,0.411807470799778,0.427,0.921148289946871,0.903,NA,114,0.0761882718884133,0.285442605415494,-12.449518032617,0.00689629735789099,-0.0266000040947225,0.105956936247487
623,623,6,MED,raxml,40,NA,0,123101,0_0_0,EXT,REF,2.65480489836625,0.0892317910179591,0.0438673078772147,0.18690585276442,67.4489795918367,29.662751278009,-12.8080161522226,-13.0074975950177,0.339888941210343,0.268,0.733963075946972,0.788,NA,96,0.0753636179944525,0.246969039372257,-14.4980972519668,-0.196051882031473,-0.205903735399889,0.997965172838705
624,624,6,MED,raxml,40,1,0.01,33590,0_0_0,EXT,REF,0.12631307548627,0.117506572951134,0.0609591197443642,0.0416403782799456,68.0204081632653,31.6885551527162,-12.9461340557787,-12.3055463027913,0.267970411620908,0.39,0.612785279515459,0.884,NA,102,0.0633222505924062,0.27512510532116,-18.523166751208,-0.218711144778829,-0.31920004913667,0.272310136844153
625,625,6,MED,raxml,40,1,0.02,24862,0_0_0,EXT,REF,0.164432367891671,0.2720223539758,0.0744217096865634,0.0511210524703588,65.4591836734694,33.4559776506958,-12.5758269537757,-12.2036373468735,0.465992664326064,0.374,0.928044587304762,0.858,NA,100,0.091249533116577,0.310998515058189,-19.3697026056977,-0.102459275031524,-0.0197037067368315,0.201553278422725
626,626,6,MED,raxml,40,1,0.03,21037,0_0_0,EXT,REF,0.187033914812763,0.298170631757114,0.0827877989713715,0.0567197012567658,64.8061224489796,31.3351218130136,-12.7025270471701,-12.3350876666228,0.31920004913667,0.308,0.872874208441634,0.802,NA,94,0.0609619329279867,0.27154617161654,-18.4437086633239,-0.0857111243052169,-0.0581259348736529,0.170544458136066
627,627,6,MED,raxml,40,1,0.04,18802,0_0_0,EXT,REF,0.2004534951435,0.279954348066749,0.0887991036226104,0.0606616084020114,64.2040816326531,30.720542569197,-12.696973500672,-12.3231412141725,0.304422269084046,0.293,0.876814949789,0.789,NA,100,0.0898510259189184,0.302445584888902,-19.6605951087596,-0.10048890435784,-0.0876814949789001,0.152425578831312
628,628,6,MED,raxml,40,1,0.05,17065,0_0_0,EXT,REF,0.217540608321829,0.298173625384694,0.0945674192159257,0.0642924899715581,67.2755102040816,29.6289008436176,-12.5509522339028,-12.1553675385158,0.299496342399838,0.312,0.672881585062795,0.802,NA,102,0.0609827513363581,0.27225796980144,-17.4911456264617,-0.218711144778829,-0.258118558252492,0.138343926324664
629,629,6,MED,raxml,40,1,0.1,12559,0_0_0,EXT,REF,0.235756365252407,0.238760766791141,0.114637492741933,0.0755658144973669,61,34.1932048473371,-12.4423787272947,-11.5759951448478,0.266985226284066,0.389,0.603918611483884,0.877,NA,106,0.0862751581280577,0.290781413712445,-13.0198314594942,-0.201962994052523,-0.343829682557709,0.101814319994812
630,630,6,MED,raxml,40,1,0,121566,0_0_0,EXT,REF,2.6498067849565,0.103917381613174,0.0435442692530587,0.18655565251997,67.1428571428571,30.0888717998128,-12.8822476873172,-13.0826788008595,0.311318566441937,0.263,0.790118640146942,0.785,NA,100,0.0764704225524593,0.261330645883387,-14.3055628456151,-0.126103723115721,-0.110340757726256,0.985521110318438
631,631,7,LONG,raxml,40,0.25,0.01,23829,0_0_0,EXT,REF,0.0522717842259693,0.0931513997481604,0.0134239329320909,0.00593618568675018,96.530612244898,8.82031871882781,-7.92215400072875,-5.2305448170616,0.393088949399788,0.303,0.869918652431109,0.823,NA,38,0.0279130770219879,0.0919709441465004,-8.91677197781432,0.0325111161157719,-0.0108370387052573,0.193453323266519
632,632,7,LONG,raxml,40,0.25,0.02,15169,0_0_0,EXT,REF,0.0363386757988581,0.167796171761158,0.0186123650920507,0.00871231011996035,92.4387755102041,20.2912130322516,-6.89711755868096,-3.47897037692329,0.377325984010323,0.331,0.7891334548101,0.835,NA,54,0.0293965723102923,0.127160418729897,-9.0397274608333,0.0167481507263068,-0.101474089694682,0.123147990290395
633,633,7,LONG,raxml,40,0.25,0.03,11431,0_0_0,EXT,REF,0.0423159695829663,0.175765371900217,0.0220539245946621,0.0115803257664883,96.1428571428571,9.73356399481901,-7.12194918563567,-2.87210848819354,0.355651906599808,0.332,0.75760752403117,0.838,NA,60,0.0299420146096242,0.137140753513074,-9.8366458314643,0.0384222281368213,-0.133000020473612,0.092801415848738
634,634,7,LONG,raxml,40,0.25,0.04,9276,0_0_0,EXT,REF,0.0500096464618991,0.213523493426612,0.024963889599543,0.0139154910296181,95.4489795918367,12.8111762169379,-7.37467003584946,-2.5283234717697,0.401955617431362,0.335,0.748740855999596,0.839,NA,60,0.0287752040510173,0.133651500601817,-10.0605101805389,0.0413777841473461,-0.163540765915701,0.0753062665919774
635,635,7,LONG,raxml,40,0.25,0.05,7889,0_0_0,EXT,REF,0.0564868627508676,0.186767986950788,0.0274059009502948,0.0157829653340652,94.6836734693878,12.5275753067996,-7.46254653169534,-2.16587137868894,0.423629694841877,0.367,0.740859373304863,0.863,NA,68,0.0318641660084376,0.162808291177651,-8.73367528072341,0.0729037149262764,-0.139896317831503,0.0640460475575797
636,636,7,LONG,raxml,40,0.25,0.1,4713,0_0_0,EXT,REF,0.0713530668255983,0.172042624828099,0.0326796295399422,0.0246022054978237,91.4795918367347,14.820040480096,-8.24896066618099,-1.0676160824491,0.407866729452411,0.362,0.817703829578506,0.864,NA,62,0.0315815254994887,0.160811295660212,-8.67270775098521,0.0571407495368113,-0.107385201715732,0.0382620132005163
637,637,7,LONG,raxml,40,0.25,0,123170,0_0_0,EXT,REF,0.259056614013311,0.00871304388525377,0.00312817758620153,0.0182183101894597,95.9081632653061,13.1290868823701,-9.54826516533218,-9.43866994265548,0.366488945305065,0.305,0.705392701178567,0.823,NA,36,0.0279831248430966,0.0943803382970593,-12.1245112488275,0.00591111202104944,-0.14383705917887,0.999943171208911
638,638,7,LONG,raxml,40,0.5,0.01,23803,0_0_0,EXT,REF,0.0520143862377879,0.0413784641098829,0.0134121665916649,0.00593198171233273,95.8163265306122,11.939147199488,-7.94162005159831,-5.24789300203951,0.35663709193665,0.3,0.77632604543116,0.822,NA,38,0.0292209629126178,0.102752271002144,-9.62813502207555,-0.013792594715782,-0.148762985863078,0.193242244899616
639,639,7,LONG,raxml,40,0.5,0.02,15143,0_0_0,EXT,REF,0.0359349157762888,0.16790001034779,0.0186008577318092,0.00870039435860232,92.7857142857143,19.0789191161128,-6.89789767617535,-3.48011961488375,0.340874126547184,0.331,0.7891334548101,0.835,NA,54,0.0293965723102923,0.127160418729897,-8.98551827867333,0.0167481507263068,-0.0916222363262663,0.122936911923492
640,640,7,LONG,raxml,40,0.5,0.03,11411,0_0_0,EXT,REF,0.0422489390249054,0.199135429825627,0.0220387009760242,0.0115700875623105,96.0408163265306,10.4476292060817,-7.12468623005048,-2.87355903989561,0.355651906599808,0.332,0.75760752403117,0.838,NA,60,0.0299420146096242,0.137140753513074,-9.74190753340135,0.0384222281368213,-0.123148167105197,0.0926390478741973
641,641,7,LONG,raxml,40,0.5,0.04,9258,0_0_0,EXT,REF,0.0500746852448038,0.21359284025423,0.0249486585446596,0.0139049433457198,95.4591836734694,12.1961362542785,-7.3773043468876,-2.52955469047417,0.392103764062946,0.335,0.748740855999596,0.839,NA,60,0.0287752040510173,0.133651500601817,-9.79631079526706,0.0413777841473461,-0.163540765915701,0.0751601354148908
642,642,7,LONG,raxml,40,0.5,0.05,7873,0_0_0,EXT,REF,0.0565628106057399,0.186958310399097,0.0273871369868769,0.0157695372784859,94.0510204081633,15.1162999679561,-7.46478109025681,-2.16608104551219,0.390133393389263,0.367,0.772385304083794,0.863,NA,68,0.0318641660084376,0.162808291177651,-8.79141162263461,0.0630518615578607,-0.0985185336841574,0.0639161531779472
643,643,7,LONG,raxml,40,0.5,0.1,4702,0_0_0,EXT,REF,0.0718097161119432,0.452514063597133,0.0326569500895661,0.0245820663621757,90.4183673469388,15.1554987941247,-8.15903737479075,-0.980134326003662,0.459096366968173,0.372,0.833466794967971,0.872,NA,62,0.0322766154166437,0.167846243010171,-7.57846667880467,0.0985185336841573,0.0394074134736629,0.0381727108145189
644,644,7,LONG,raxml,40,0.5,0,123144,0_0_0,EXT,REF,0.258867259390791,0.00870772675418977,0.00312528357346972,0.018205035947981,96.1428571428571,13.1407919232873,-9.30169823068803,-9.17639000181021,0.35663709193665,0.305,0.705392701178567,0.823,NA,36,0.0279831248430966,0.0943803382970593,-12.3944431844599,0.00591111202104944,-0.1753629899578,0.999732092842008
645,645,7,LONG,raxml,40,0.75,0.01,23718,0_0_0,EXT,REF,0.0506210457113862,0.105696923005907,0.0134211782240136,0.00589525188993515,95.9183673469388,11.9290630713637,-7.93808444298158,-5.25531932843159,0.390133393389263,0.3,0.868933467094268,0.822,NA,40,0.0292209629126178,0.102752271002144,-8.76360626493557,0.0295555601052472,-0.0118222240420989,0.192552181007818
646,646,7,LONG,raxml,40,0.75,0.02,15106,0_0_0,EXT,REF,0.0358762235097694,0.167833203931498,0.018590311588464,0.00869636095211933,93.8061224489796,17.5479655843576,-6.88530794640374,-3.4896851916094,0.340874126547184,0.331,0.7891334548101,0.835,NA,54,0.0293965723102923,0.127160418729897,-9.1665785684415,0.0167481507263068,-0.0916222363262663,0.122636531170592
647,647,7,LONG,raxml,40,0.75,0.03,11376,0_0_0,EXT,REF,0.0422961730847004,0.175817813313627,0.0220301582483679,0.0115694058754921,95.2040816326531,12.1612526346077,-7.1078411493638,-2.88189238128142,0.389148208052422,0.332,0.716229739883824,0.838,NA,60,0.0299420146096242,0.137140753513074,-9.8546786172174,0.0285703747684056,-0.164525951252543,0.0923549039187511
648,648,7,LONG,raxml,40,0.75,0.04,9225,0_0_0,EXT,REF,0.050154732031262,0.213523620945389,0.0249464950821451,0.0139067873655143,95.734693877551,12.6038375929822,-7.35983423412867,-2.53880177100972,0.358607462610333,0.335,0.717214925220665,0.839,NA,60,0.0287752040510173,0.133651500601817,-9.75899325427098,-0.00197037067368316,-0.122162981768355,0.0748922282568986
649,649,7,LONG,raxml,40,0.75,0.05,7841,0_0_0,EXT,REF,0.0565954421103532,0.348429726886887,0.0273749809577518,0.0157666771832289,92.6020408163265,17.2881818854827,-7.47307995624734,-2.19455735726614,0.420674138831352,0.363,0.879770505799525,0.861,NA,66,0.0319347036744491,0.163595196729955,-8.2855684651783,0.060096305547336,-0.000985185336841554,0.0636563644186821
650,650,7,LONG,raxml,40,0.75,0.1,4679,0_0_0,EXT,REF,0.0720901695971505,0.418041740408635,0.0326916331622945,0.0246031367635674,91.1938775510204,13.9968024060176,-8.21028057772713,-1.06738971155554,0.448259328262916,0.362,0.909326065904772,0.864,NA,60,0.0315815254994887,0.160811295660212,-8.49653462296386,-0.00098518533684161,0.0285703747684056,0.0379859876437971
651,651,7,LONG,raxml,40,0.75,0,123059,0_0_0,EXT,REF,0.258542225433253,0.0086925220491322,0.00312072915894963,0.0181822548978549,95.6530612244898,13.3486954772617,-9.47492355793936,-9.37882866725361,0.366488945305065,0.305,0.746770485325913,0.823,NA,36,0.0279831248430966,0.0943803382970593,-12.0421380258559,-0.00394074134736633,-0.133985205810454,0.99904202895021
652,652,7,LONG,raxml,40,NA,0.01,23836,0_0_0,EXT,REF,0.0522689744550395,0.0932839919765477,0.0134253126735455,0.00593760296464489,96.3469387755102,10.0330403043539,-7.9286040710755,-5.22924344781258,0.393088949399788,0.303,0.783222342789051,0.823,NA,38,0.0279130770219879,0.0919709441465004,-8.67909885944852,-0.0561555641999697,-0.0108370387052573,0.193510152057608
653,653,7,LONG,raxml,40,NA,0.02,15176,0_0_0,EXT,REF,0.0363314014007476,0.167851322969873,0.0186138980730177,0.00871548777555756,92.7755102040816,19.8652837170701,-6.9056567098374,-3.47802453527936,0.377325984010323,0.331,0.74480011465223,0.835,NA,54,0.0293965723102923,0.127160418729897,-8.71463204261089,0.0167481507263068,-0.0916222363262663,0.123204819081484
654,654,7,LONG,raxml,40,NA,0.03,11438,0_0_0,EXT,REF,0.0423057273033316,0.175835204308928,0.0220551320602644,0.0115850904314476,94.9081632653061,13.0424261979016,-7.13228916773745,-2.87127221577373,0.389148208052422,0.332,0.747755670662754,0.838,NA,60,0.0299420146096242,0.137140753513074,-9.7740805729064,0.0384222281368213,-0.164525951252543,0.0928582446398272
655,655,7,LONG,raxml,40,NA,0.04,9283,0_0_0,EXT,REF,0.0499955760891637,0.213595194043197,0.0249642132757595,0.0139218466277428,95.8265306122449,11.5981028578434,-7.38606724113456,-2.52774059896097,0.401955617431362,0.335,0.717214925220665,0.839,NA,60,0.0287752040510173,0.133651500601817,-9.9333361242375,-0.00197037067368316,-0.163540765915701,0.0753630953830666
656,656,7,LONG,raxml,40,NA,0.05,7895,0_0_0,EXT,REF,0.0564504322102161,0.186690386504588,0.0274020689095906,0.0157878975517886,94.2448979591837,13.5525409224026,-7.47529327442064,-2.16517265123248,0.423629694841877,0.367,0.740859373304863,0.863,NA,68,0.0318641660084376,0.162808291177651,-8.02731238308622,0.0729037149262764,-0.108370387052573,0.0640947579499419
657,657,7,LONG,raxml,40,NA,0.1,4716,0_0_0,EXT,REF,0.0717871852119853,0.171842046454629,0.0326909447002871,0.0246228042349911,91.4285714285714,14.0338324633098,-8.24886662139224,-1.05951463877524,0.352696350589283,0.362,0.767459377399586,0.864,NA,60,0.0315815254994887,0.160811295660212,-8.94713707125503,-0.0078814826947326,-0.157629653894652,0.0382863683966974
658,658,7,LONG,raxml,40,NA,0,123177,0_0_0,EXT,REF,0.259071502839004,0.00872553236101379,0.00312849778041308,0.0182193478718336,96.1632653061225,13.0310445163317,-9.43553919732688,-9.32859859704036,0.366488945305065,0.305,0.746770485325913,0.823,NA,36,0.0279831248430966,0.0943803382970596,-11.5370881561206,-0.00394074134736633,-0.133985205810454,1
659,659,7,LONG,raxml,40,1,0.01,22754,0_0_0,EXT,REF,0.0355412596593567,0.0987902494362218,0.0138083116111241,0.00567603146213698,95,15.4446133805358,-7.89290819741523,-5.17300376400725,0.315259307789304,0.305,0.769429748073269,0.825,NA,36,0.0289476294568232,0.096909412791526,-10.6538312061751,-0.0453185254947124,-0.145807429852553,0.184726044634956
660,660,7,LONG,raxml,40,1,0.02,14761,0_0_0,EXT,REF,0.0360974640864813,0.167775750705908,0.0186713553250422,0.00872790367947155,93.0918367346939,18.951966812871,-6.82936771232707,-3.49732998641701,0.387177837378738,0.331,0.7891334548101,0.835,NA,54,0.0293965723102923,0.127160418729897,-9.02057860174553,0.0266000040947225,-0.0916222363262663,0.119835683609765
661,661,7,LONG,raxml,40,1,0.03,11120,0_0_0,EXT,REF,0.042567126738,0.198176392899766,0.0220966987386635,0.011586021707274,95.1428571428571,12.328828005938,-7.04588128902881,-2.89257617103362,0.389148208052422,0.332,0.75760752403117,0.838,NA,60,0.0299420146096242,0.137140753513074,-9.47684585915708,0.0285703747684056,-0.164525951252543,0.0902765938446301
662,662,7,LONG,raxml,40,1,0.04,9018,0_0_0,EXT,REF,0.0505769103764557,0.212256832755416,0.0250183848073191,0.0139092060379478,94.3061224489796,14.3112731596029,-7.2922681345224,-2.55136118593735,0.401955617431362,0.335,0.748740855999596,0.839,NA,60,0.0287752040510173,0.133651500601817,-10.1608556401857,0.0315259307789303,-0.163540765915701,0.0732117197204023
663,663,7,LONG,raxml,40,1,0.05,7656,0_0_0,EXT,REF,0.0570114783652547,0.185421693508717,0.0274860010930963,0.0157785928196834,94.765306122449,13.7831519897048,-7.38201095951553,-2.18521373508562,0.390133393389263,0.367,0.772385304083794,0.863,NA,68,0.0318641660084376,0.162808291177651,-8.34162473323231,0.0729037149262764,-0.108370387052573,0.0621544606541806
664,664,7,LONG,raxml,40,1,0.1,4571,0_0_0,EXT,REF,0.0720421015567248,0.196919608084281,0.0327643162836845,0.0248060966794702,89.530612244898,18.6321992004157,-8.09433919248576,-0.991533557476948,0.423629694841877,0.373,0.784207528125892,0.871,NA,70,0.0321352951621693,0.175015717742813,-8.14024251283035,0.0729037149262764,-0.0965481630104742,0.0371092005812773
665,665,7,LONG,raxml,40,1,0,122095,0_0_0,EXT,REF,0.256895839667852,0.00854113303545372,0.00309428399771864,0.0180669634126499,96.3877551020408,10.7200867947914,-9.42960250780243,-9.33324928616623,0.366488945305065,0.305,0.705392701178567,0.823,NA,36,0.0279831248430966,0.0943803382970593,-12.147725502684,0.00591111202104944,-0.1753629899578,0.991215892577348
666,666,7,LONG,raxml,40,0.25,0.01,23177,45_0_0,INT,REF,0.0420571347300355,0.100436729675558,0.0132936213678208,0.00555812980745263,97.1938775510204,7.86963125882021,-7.99228025429318,-5.33100555345027,0.273881523641957,0.272,0.768444562736427,0.802,NA,26,0.00121579504889264,0.0536147387072517,-10.986720650033,0.00197037067368311,-0.025614818757881,0.188160127296492
667,667,7,LONG,raxml,40,0.25,0.02,14719,45_0_0,INT,REF,0.0346007655322515,0.070165603445314,0.0185140849295946,0.00839735378278736,96.8571428571429,9.20443640232992,-6.8449270971294,-3.59253305782427,0.336933385199818,0.305,0.685688994441735,0.815,NA,46,0.00161648817943019,0.079895372687544,-9.69574970550772,0.0128074093789404,-0.150733356536761,0.119494710863229
668,668,7,LONG,raxml,40,0.25,0.03,11098,45_0_0,INT,REF,0.0403532458732368,0.194890187441609,0.0219875590561799,0.0114028143280923,96.4897959183673,9.60696149863586,-6.79769928524644,-2.88633216208324,0.365503759968224,0.308,0.739874187968022,0.82,NA,50,0.00407697912648408,0.0969637601809749,-9.29625616745478,0.0147777800526236,-0.182259287315691,0.0900979890726353
669,669,7,LONG,raxml,40,0.25,0.04,9086,45_0_0,INT,REF,0.0451099993916145,0.230764926535795,0.0246761036837303,0.0138095754382341,94.2040816326531,11.7604607382863,-6.99435871348721,-2.52367949360118,0.326096346494561,0.308,0.698496403820676,0.82,NA,50,0.0041715191927356,0.103062897537681,-9.49578403252111,-0.0344814867894551,-0.150733356536761,0.0737637708338407
670,670,7,LONG,raxml,40,0.25,0.05,7660,45_0_0,INT,REF,0.050155554208996,0.235531997340194,0.0271523983944969,0.0160305947782003,90.9285714285714,17.6081342496182,-6.97598113031501,-2.10318548007849,0.35663709193665,0.333,0.74480011465223,0.835,NA,66,0.00424646546287282,0.128753621869952,-9.00486263691136,0.0394074134736629,-0.126103723115721,0.0621869342490887
671,671,7,LONG,raxml,40,0.25,0.1,4557,45_0_0,INT,REF,0.0580970645869468,0.235087337263516,0.0324329565175188,0.0263141449625166,79.8367346938775,26.985942838399,-5.99984388894754,0.0278373659212083,0.504414892462886,0.444,0.864992725746901,0.936,NA,72,0.011134174641954,0.209348938931588,-6.8167834073093,0.14383705917887,-0.025614818757881,0.0369955429990989
672,672,7,LONG,raxml,40,0.25,0,119851,45_0_0,INT,REF,0.252034929221836,0.00922393895858238,0.00308618187539875,0.0177225759204311,97.7755102040816,7.56079226231719,-9.29329268337307,-9.16215200061844,0.336933385199818,0.272,0.713274183873299,0.802,NA,30,0.00121579504889264,0.0536147387072517,-13.8659622772325,-0.066992602905227,-0.199007438041998,0.972998205833881
673,673,7,LONG,raxml,40,0.5,0.01,23151,45_0_0,INT,REF,0.0420043497654526,0.0865715688967569,0.0132896278316439,0.00555081361589144,97.2142857142857,8.06832932795445,-7.99874084153022,-5.33522278397747,0.362548203957699,0.272,0.849229760357436,0.802,NA,30,0.00121579504889264,0.0536147387072513,-10.266022164542,-0.0866963096420585,-0.0315259307789304,0.187949048929589
674,674,7,LONG,raxml,40,0.5,0.02,14693,45_0_0,INT,REF,0.0345592786460401,0.151689368149897,0.018512541268817,0.00838405173688813,97.2448979591837,9.42803586643362,-6.84679336905002,-3.59496293272606,0.367474130641907,0.305,0.696526033146992,0.815,NA,42,0.00161648817943019,0.0798953726875444,-10.3284912803555,-0.0364518574631382,-0.184229657989374,0.119283632496326
675,675,7,LONG,raxml,40,0.5,0.03,11079,45_0_0,INT,REF,0.0403515979993404,0.194582600135751,0.0219828763298716,0.0113803439411294,96.9081632653061,8.15960219200866,-6.80496776161576,-2.88872877221705,0.33200745851561,0.308,0.730022334599606,0.82,NA,50,0.00407697912648408,0.0969637601809749,-9.78508525724109,0.0147777800526236,-0.150733356536761,0.0899437394968216
676,676,7,LONG,raxml,40,0.5,0.04,9067,45_0_0,INT,REF,0.0451191747288825,0.113421723803774,0.0246739174981395,0.0137805294452715,93.2959183673469,13.3379616239487,-7.00273599316734,-2.52559875198224,0.33791857053666,0.308,0.708348257189091,0.82,NA,52,0.0041715191927356,0.103062897537681,-9.28094134207929,0.0236444480841977,-0.172407433947275,0.0736095212580271
677,677,7,LONG,raxml,40,0.5,0.05,7641,45_0_0,INT,REF,0.0500742474571739,0.267695538367796,0.0271712351317658,0.015995635772276,89.3775510204082,20.3421837397437,-6.96993632556613,-2.10250084620202,0.403925988105045,0.333,0.758592709368011,0.835,NA,64,0.00412939253108984,0.12287837843572,-8.80591231937957,0.00689629735789099,-0.166496321926226,0.062032684673275
678,678,7,LONG,raxml,40,0.5,0.1,4542,45_0_0,INT,REF,0.0581540623409904,0.196528175535208,0.0324604777232411,0.0262721683989339,78.5102040816327,30.1139570675659,-6.02677425091017,-0.0444415925676271,0.51328156049446,0.469,0.85809642838901,0.951,NA,76,0.0119948321362749,0.217613099069709,-8.79324305819308,0.152703727210444,-0.0226592627473562,0.0368737670181933
679,679,7,LONG,raxml,40,0.5,0,119825,45_0_0,INT,REF,0.251942869980594,0.00921767073627457,0.00308452776850824,0.0177161336219416,97.2551020408163,8.64096122050218,-9.41978769193552,-9.30791180184678,0.336933385199818,0.272,0.713274183873299,0.802,NA,30,0.00121579504889264,0.0536147387072517,-13.7829653184901,-0.0334963014526135,-0.157629653894652,0.972787127466978
680,680,7,LONG,raxml,40,0.75,0.01,23079,45_0_0,INT,REF,0.041080884766717,0.0418819700052367,0.0132809066273171,0.00551821571560718,97.1530612244898,8.82399731848471,-8.00039766105672,-5.33786705442247,0.341859311884026,0.272,0.66992602905227,0.802,NA,34,0.00121579504889264,0.0536147387072516,-10.5000193802949,-0.0551703788631281,-0.210829662084097,0.187364524221243
681,681,7,LONG,raxml,40,0.75,0.02,14656,45_0_0,INT,REF,0.0342499911573497,0.143615752114292,0.0184851794309112,0.00835553426756738,96.9897959183673,10.1732364645725,-6.84873806749785,-3.59872092693607,0.357622277273491,0.305,0.728051963925923,0.815,NA,42,0.00161648817943019,0.0798953726875441,-10.6699586344913,-0.0364518574631382,-0.184229657989374,0.118983251743426
682,682,7,LONG,raxml,40,0.75,0.03,11043,45_0_0,INT,REF,0.0399680723170215,0.194338116859056,0.0219554121895054,0.011341145577455,96.4591836734694,9.44126538713144,-6.80847598333974,-2.89133647432528,0.375355613336639,0.308,0.730022334599606,0.82,NA,50,0.00407697912648408,0.0969637601809749,-8.81438278789258,-0.0285703747684056,-0.182259287315691,0.0896514771426484
683,683,7,LONG,raxml,40,0.75,0.04,9032,45_0_0,INT,REF,0.0446193563930023,0.207418042870718,0.0246521904320407,0.0137339931397351,93.8163265306122,13.1308615296497,-7.00684332436044,-2.51934748594318,0.376340798673481,0.314,0.74480011465223,0.822,NA,48,0.00200640472210486,0.0953416280934807,-9.64705738487562,0.00591111202104944,-0.145807429852553,0.0733253773025808
684,684,7,LONG,raxml,40,0.75,0.05,7608,45_0_0,INT,REF,0.0495747410928435,0.350676828537946,0.0271492076855031,0.0159620604221235,88.530612244898,22.4312025322757,-6.96622985575075,-2.09461056746159,0.331022273178769,0.333,0.878785320462683,0.835,NA,62,0.00415192539662129,0.122617246702688,-8.70066469948498,-0.0295555601052472,-0.0886666803157417,0.0617647775152829
685,685,7,LONG,raxml,40,0.75,0.1,4518,45_0_0,INT,REF,0.0575353681726899,0.22107649434506,0.0324537326166624,0.0262599050292314,78.7857142857143,28.1389226707805,-6.09212006722246,-0.00248939152045902,0.502444521789202,0.446,0.863022355073218,0.938,NA,72,0.0107721792587422,0.202002278676622,-8.25338571652485,0.132014835136771,-0.0275851894315641,0.0366789254487445
686,686,7,LONG,raxml,40,0.75,0,119753,45_0_0,INT,REF,0.251390498945891,0.00918540139654611,0.00307654533102632,0.0176773845703865,97.9795918367347,7.12333119083801,-9.49126607985443,-9.38841506188784,0.293585230378789,0.272,0.723126037241715,0.802,NA,30,0.00121579504889264,0.0536147387072517,-13.8570327978014,-0.0236444480841978,-0.157629653894652,0.972202602758632
687,687,7,LONG,raxml,40,NA,0.01,23183,45_0_0,INT,REF,0.0420500873460979,0.104315581352464,0.0132947395246886,0.00555963491331634,96.9489795918367,8.96427324574176,-7.99535606485994,-5.32952330856936,0.362548203957699,0.272,0.762533450715378,0.802,NA,30,0.00121579504889264,0.0536147387072516,-9.98043103736317,-0.0866963096420585,-0.118222240420989,0.188208837688854
688,688,7,LONG,raxml,40,NA,0.02,14724,45_0_0,INT,REF,0.0345906662046084,0.151969406656931,0.0185149018291036,0.00840195904926604,96.9897959183673,9.52965517702361,-6.84896929470135,-3.59139159888813,0.370429686652432,0.305,0.695540847810151,0.815,NA,44,0.00161648817943019,0.0798953726875441,-10.4027910535954,0,-0.153688912547285,0.119535302856865
689,689,7,LONG,raxml,40,NA,0.03,11103,45_0_0,INT,REF,0.040338340685978,0.197308636422958,0.0219882961693767,0.0114109723275487,96.5510204081633,8.45500211730919,-6.80268616401126,-2.88520481092522,0.326096346494561,0.308,0.739874187968022,0.82,NA,46,0.00407697912648408,0.0969637601809747,-8.80449390866966,-0.0344814867894551,-0.140881503168345,0.0901385810662705
