,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,avg_dxy,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites
21,21,1,MED,raxml,40,0.75,0,122092,91_0_0,INT,REF,4.84386893369497,0.0995598228605857,0.0514773222642362,0.341106889191327,85.8877551020408,19.7666190826865,-11.9209479140361,-12.1421487446164,0.289644489031423,0.264,0.819674200252189,0.768,NA,78,0.0825951982953397,0.192315710263113,-13.6698650163471,-0.144822244515711,-0.176348175294642,0.985145199422269
22,22,1,MED,raxml,40,NA,0.01,31168,91_0_0,INT,REF,0.132836810817859,0.119797286048198,0.0553748015394253,0.0353543696026868,84.1224489795918,24.5702297888891,-12.6234720644276,-11.800951409656,0.30048152773668,0.305,0.769429748073269,0.813,NA,70,0.0569733708064684,0.164416134509007,-15.6991817330483,-0.0729037149262765,-0.147777800526236,0.251490724827124
23,23,1,MED,raxml,40,NA,0.02,21777,91_0_0,INT,REF,0.144150685157655,0.210927218767215,0.069529532236863,0.0438123042041651,86.6428571428571,19.9789838033478,-12.5110654617855,-11.5750048491175,0.288659303694581,0.311,0.677807511747002,0.815,NA,68,0.0567651867227539,0.162249650694183,-21.0889245872406,-0.142851873842028,-0.269940782294591,0.175715911016436
24,24,1,MED,raxml,40,NA,0.03,18183,91_0_0,INT,REF,0.161149004606169,0.187164287846247,0.0779431454694974,0.049184064605911,83.5714285714286,24.8799177908278,-12.5378817767702,-11.5325886354175,0.324125975820878,0.312,0.791103825483783,0.816,NA,72,0.0568807901198283,0.166198942358141,-20.299628679336,-0.0492592668420787,-0.126103723115721,0.146716370942364
25,25,1,MED,raxml,40,NA,0.04,16197,91_0_0,INT,REF,0.175605624016719,0.229844102633598,0.0842950057634807,0.0526690431929767,86.6938775510204,19.7146699072508,-12.5179994296312,-11.4608651295887,0.38816302271558,0.312,0.794059381494308,0.816,NA,72,0.0567431437021253,0.162857994742995,-20.7949464137874,-0.0492592668420787,-0.123148167105197,0.130691583355523
26,26,1,MED,raxml,40,NA,0.05,14828,91_0_0,INT,REF,0.188992422553374,0.16666098187074,0.0896613053459286,0.0559538473222772,87.3061224489796,19.7913904864442,-12.4893887124704,-11.4009863680298,0.299496342399838,0.316,0.693570477136468,0.818,NA,64,0.0566255809254395,0.15720319910984,-21.3032822646126,-0.164525951252543,-0.251222260894601,0.119645292214342
27,27,1,MED,raxml,40,NA,0.1,11087,91_0_0,INT,REF,0.229509654099706,0.291977903310652,0.108530052565456,0.0660905039697274,81.0918367346939,25.2958114517799,-12.3552180942055,-11.1517857721586,0.324125975820878,0.315,0.733963075946972,0.817,NA,72,0.0571134664486857,0.16749092206074,-21.297297014438,-0.110340757726256,-0.124133352442038,0.0894596273793098
28,28,1,MED,raxml,40,NA,0,122266,91_0_0,INT,REF,4.84421825274706,0.0883153450348507,0.0515207224875725,0.341130038335249,84.3979591836735,22.188851940362,-12.4884367480971,-12.7138444928966,0.310333381105096,0.206,0.730022334599606,0.742,NA,74,0.0758515035176987,0.197970202124429,-15.2507755349989,-0.177333360631483,-0.169451877936751,0.9865491838332
29,29,1,MED,raxml,40,1,0.01,29875,91_0_0,INT,REF,0.123354068739979,0.12193285319761,0.0563212725724799,0.0359390368428029,86.2551020408163,20.4477262741679,-12.6465825542836,-11.8004606731258,0.252207446231443,0.306,0.661059361020696,0.814,NA,70,0.0568112321436225,0.162294032661706,-14.7190839125598,-0.182259287315691,-0.256148187578809,0.241057668256235
30,30,1,MED,raxml,40,1,0.02,21035,91_0_0,INT,REF,0.143531553680875,0.181623194108204,0.0697439890660583,0.0443460942009023,86.234693877551,20.7661505997155,-12.5362450582332,-11.5950031839829,0.38225191069453,0.312,0.792089010820625,0.816,NA,74,0.0570453780071885,0.170763798789066,-20.4060124185347,-0.113296313736781,-0.12511853777888,0.169728805080164
31,31,1,MED,raxml,40,1,0.03,17535,91_0_0,INT,REF,0.16053755531414,0.213150751103422,0.0780038476749679,0.0490191732718697,83.1326530612245,24.2630080979434,-12.5603084908707,-11.5570181230266,0.384222281368214,0.311,0.731992705273289,0.815,NA,62,0.0565991293006852,0.152416853797771,-21.0857479574983,-0.114281499073623,-0.185214843326216,0.141487739343032
32,32,1,MED,raxml,40,1,0.04,15623,91_0_0,INT,REF,0.174267647064728,0.154917239503352,0.084372622554288,0.0530420315675004,85.8571428571429,20.5371175162506,-12.4995261872068,-11.4378175089764,0.291614859705106,0.317,0.622637132883874,0.819,NA,68,0.0566020683701023,0.153615205124038,-13.9909218803539,-0.145807429852553,-0.297525971726155,0.126060048574633
33,33,1,MED,raxml,40,1,0.05,14287,91_0_0,INT,REF,0.187292054876338,0.244835126945693,0.0897473048001015,0.0561191093103758,85.3775510204082,23.1456683868643,-12.4569136080076,-11.3560288160965,0.392103764062946,0.319,0.735933446620655,0.819,NA,66,0.0566515427052909,0.156899090943644,-15.5283967952562,-0.0423629694841877,-0.11920742575783,0.115280030338973
34,34,1,MED,raxml,40,1,0.1,10657,91_0_0,INT,REF,0.231617153497907,0.252807375019721,0.108888194967527,0.0669165792036941,82.4489795918367,23.9682446483958,-12.3477464611278,-11.0865276621582,0.321170419810353,0.331,0.784207528125892,0.831,NA,66,0.0738022373665938,0.188604981633531,-20.9322890281591,-0.0492592668420787,-0.133000020473612,0.085990010731605
35,35,1,MED,raxml,40,1,0,120973,91_0_0,INT,REF,4.90068671925574,0.0797418788232665,0.0516717053854392,0.345124409882578,84.8877551020408,19.7582725219795,-12.2533224815215,-12.4685221841159,0.360577833284016,0.256,0.798000122841674,0.76,NA,74,0.0826882688268827,0.205526631870035,-12.807951236101,-0.073888900263118,-0.130044464463088,0.976116127262311
36,36,1,MED,raxml,40,0.25,0.01,31400,0_0_0,EXT,REF,0.137336162569637,0.118093600592741,0.0544675411374663,0.0346049595491082,83.8469387755102,25.1586110940525,-12.6874265152532,-11.8008527423364,0.301466713073521,0.318,0.77041493341011,0.824,NA,72,0.0668621147829069,0.177137765925665,-15.4354516531946,-0.133000020473612,-0.205903735399889,0.2533627040417
37,37,1,MED,raxml,40,0.25,0.02,21807,0_0_0,EXT,REF,0.142517688232285,0.186720230551734,0.0694266483217446,0.0436452809060733,86.3469387755102,21.8306991074951,-12.6376077202441,-11.602392045178,0.378311169347164,0.318,0.752681597346962,0.824,NA,72,0.0670717684013299,0.183049816075963,-20.8115797601268,-0.117237055084147,-0.164525951252543,0.175957977294183
38,38,1,MED,raxml,40,0.25,0.03,18103,0_0_0,EXT,REF,0.158980446269205,0.218059117658939,0.0779528057365907,0.0489016075026007,81.6734693877551,27.7342973163748,-12.6333028113319,-11.5594673743784,0.289644489031423,0.303,0.686674179778577,0.811,NA,70,0.0800609856904058,0.193187204114301,-21.5227104041359,-0.144822244515711,-0.227577812810403,0.146070860868372
39,39,1,MED,raxml,40,0.25,0.04,16074,0_0_0,EXT,REF,0.172428080910054,0.393308146836146,0.0843885564414276,0.052303192602841,84.5408163265306,23.5937124104309,-12.5758712990061,-11.4587056118759,0.410822285462936,0.321,0.912281621915297,0.825,NA,66,0.0670240085233013,0.183733017071952,-20.3929419477841,-0.0206888920736731,-0.00492592668420788,0.129699111616761
40,40,1,MED,raxml,40,0.25,0.05,14797,0_0_0,EXT,REF,0.184293904368103,0.329940209431802,0.0893970939464468,0.0552400387911549,83.6326530612245,24.6569819287997,-12.5880518686278,-11.4320357236792,0.315259307789304,0.318,0.911296436578455,0.824,NA,66,0.0670477660010899,0.182337159221077,-20.3083397211768,-0.0266000040947225,-0.0995037190209989,0.11939515706067
41,41,1,MED,raxml,40,0.25,0.1,11024,0_0_0,EXT,REF,0.224419561111262,0.262342047836671,0.108848572355372,0.0665632977792577,82.7755102040816,24.7409384066604,-12.3775051234938,-11.1324105180528,0.392103764062946,0.329,0.819674200252189,0.829,NA,76,0.0670296417396842,0.188430289975859,-20.2706696049317,-0.0423629694841877,-0.10048890435784,0.0889512881960414
42,42,1,MED,raxml,40,0.25,0,123915,0_0_0,EXT,REF,5.18624758713987,0.084540955620941,0.0536716356490791,0.365264547204264,82.7551020408163,23.7539193616764,-12.6267366129384,-12.8438413359907,0.261074114263017,0.199,0.711303813199616,0.737,NA,62,0.07567858826699,0.176617610993618,-14.7679214698064,-0.138911132494662,-0.205903735399889,0.999854760233352
43,43,1,MED,raxml,40,0.5,0.01,31364,0_0_0,EXT,REF,0.136972299789005,0.148395558267236,0.0541280554210802,0.0344943035213149,83,24.3856472912743,-12.7192693689662,-11.8639847872982,0.275851894315641,0.292,0.652192692989122,0.804,NA,74,0.0669789427922384,0.183312360427421,-20.8526822774929,-0.188170399336741,-0.237429666178819,0.253072224508404
44,44,1,MED,raxml,40,0.5,0.02,21771,0_0_0,EXT,REF,0.141937363251203,0.213536115426332,0.0694269322670625,0.0437267436528605,85.7040816326531,22.1299858072327,-12.612798091027,-11.5629202327743,0.386192652041897,0.323,0.814748273567981,0.827,NA,68,0.0668635843176154,0.176983433637081,-21.1569507880145,-0.112311128399939,-0.161570395242018,0.175667497760887
45,45,1,MED,raxml,40,0.5,0.03,18072,0_0_0,EXT,REF,0.158932169709907,0.218007120049206,0.0778708132098581,0.0485863998947672,83.4387755102041,25.0829824130343,-12.6411898535619,-11.5681725355335,0.254177816905126,0.3,0.685688994441735,0.81,NA,70,0.0800844982457429,0.194577908624183,-21.4802215665292,-0.150733356536761,-0.23151855415777,0.145820725714701
46,46,1,MED,raxml,40,0.5,0.04,16045,0_0_0,EXT,REF,0.172405180145687,0.308856993757713,0.0844024061115437,0.052325635815349,84.6530612244898,23.4626714015089,-12.5810276346467,-11.4646242243134,0.410822285462936,0.321,0.818689014915348,0.825,NA,66,0.0670240085233013,0.183733017071953,-21.0458637745654,-0.116251869747306,-0.0985185336841573,0.129465114214939
47,47,1,MED,raxml,40,0.5,0.05,14769,0_0_0,EXT,REF,0.1834966559215,0.356938027034861,0.0894885893889046,0.0555541529929033,84.5714285714286,24.3615380483761,-12.5397654762264,-11.3707836150373,0.415748212147144,0.326,0.915237177925822,0.828,NA,68,0.0669816369392041,0.18503313228273,-20.4950775098027,-0.0157629653894652,-0.0955629776736326,0.119169228534773
48,48,1,MED,raxml,40,0.5,0.1,11000,0_0_0,EXT,REF,0.224756446649477,0.199727902956433,0.108819636751532,0.066601429830358,84.030612244898,22.3857714758671,-12.3473200047995,-11.1090400085979,0.393088949399788,0.333,0.821644570925872,0.831,NA,72,0.066982126784107,0.184150757973758,-20.135045523863,-0.0413777841473461,-0.0985185336841573,0.0887576351738439
49,49,1,MED,raxml,40,0.5,0,123879,0_0_0,EXT,REF,5.19195840363771,0.0763790701117129,0.0537110121692803,0.365667499654853,83.7551020408163,23.9139614246659,-12.5653584559422,-12.7766006065255,0.296540786389314,0.199,0.706377886515408,0.737,NA,66,0.0758407269298358,0.179421418827486,-14.6710464912498,-0.13792594715782,-0.24432596353671,0.999564280700056
50,50,1,MED,raxml,40,0.75,0.01,31245,0_0_0,EXT,REF,0.137436649874125,0.150326367730835,0.0547488896056104,0.0347675647962941,84.2244897959184,23.5418165404811,-12.7066927659414,-11.8427503119346,0.297525971726155,0.293,0.768444562736427,0.805,NA,68,0.0665449402083065,0.173341911807393,-20.7620889803332,-0.136940761820979,-0.207874106073572,0.252112028273341
51,51,1,MED,raxml,40,0.75,0.02,21697,0_0_0,EXT,REF,0.14134033165976,0.212301287167243,0.0692022182515733,0.0437715442262412,85.3979591836735,22.1134561804739,-12.6008208209665,-11.5506665580934,0.389148208052422,0.326,0.756622338694328,0.828,NA,76,0.0669831064739127,0.189926080549332,-20.6028088237503,-0.0453185254947124,-0.101474089694682,0.175070400942445
52,52,1,MED,raxml,40,0.75,0.03,18002,0_0_0,EXT,REF,0.157550286340136,0.218230583223619,0.0777814879302904,0.0486773121790944,84.4591836734694,23.8915800064171,-12.5985043210237,-11.4963167402783,0.306392639757729,0.323,0.767459377399586,0.827,NA,76,0.0667727180881353,0.179309444654657,-15.3021221874996,-0.128074093789405,-0.149748171199919,0.145255904399958
53,53,1,MED,raxml,40,0.75,0.04,15978,0_0_0,EXT,REF,0.17212636382264,0.235382346739637,0.0843435928594812,0.0525379340010886,83.4795918367347,25.1499542299748,-12.5731212704117,-11.45007302666,0.323140790484036,0.324,0.754651968020645,0.826,NA,74,0.0670955258791185,0.191867143052877,-20.6075531312889,-0.0472888961683955,-0.10048890435784,0.128924499527971
54,54,1,MED,raxml,40,0.75,0.05,14703,0_0_0,EXT,REF,0.183437123697995,0.255113413813023,0.0894373528959317,0.0551933237546543,84.5714285714286,22.9517647503332,-12.5217221844385,-11.3642575815867,0.309348195768254,0.326,0.675837141073319,0.828,NA,72,0.0669103645058383,0.181850795028537,-20.6586992108081,-0.12511853777888,-0.241370407526185,0.11863668272373
55,55,1,MED,raxml,40,0.75,0.1,10941,0_0_0,EXT,REF,0.226643858640818,0.259993517987031,0.109004323951336,0.066354918279097,82.0408163265306,26.1683362483585,-12.4392907282025,-11.2270437795994,0.376340798673481,0.31,0.801940864189041,0.814,NA,78,0.0810629634392011,0.219252651814745,-21.0608133904658,-0.0581259348736529,-0.115266684410464,0.0882815714942751
56,56,1,MED,raxml,40,0.75,0,123760,0_0_0,EXT,REF,5.19097501682748,0.0927090012067719,0.0537160449248996,0.365598292989072,82.7040816326531,23.9045391814568,-12.6617141602754,-12.8810046441023,0.262059299599859,0.198,0.644311210294389,0.736,NA,66,0.0754319513584012,0.175931029175142,-15.8596854741998,-0.172407433947275,-0.302451898410363,0.998604084464993
57,57,1,MED,raxml,40,NA,0.01,31417,0_0_0,EXT,REF,0.137895876342991,0.176006702740188,0.0543617567434247,0.0347223704785763,83.1020408163265,25.3387319335107,-12.6764187406308,-11.8152770473047,0.273881523641957,0.296,0.63248898625229,0.806,NA,70,0.0664993846323408,0.172882689704287,-21.1345733896486,-0.160585209905176,-0.257133372915651,0.253499874932423
58,58,1,MED,raxml,40,NA,0.02,21824,0_0_0,EXT,REF,0.142097330317927,0.212681032291107,0.0692474729321848,0.0437938907238132,85.3775510204082,22.2513825846926,-12.6034148382801,-11.5431931531839,0.279792635663007,0.326,0.706377886515408,0.828,NA,72,0.0667489606103468,0.178735497329761,-21.0827687252234,-0.122162981768355,-0.213785218094621,0.176095148184906
59,59,1,MED,raxml,40,NA,0.03,18120,0_0_0,EXT,REF,0.159227377658839,0.218077506756754,0.0778510371045539,0.048560903494527,83.0408163265306,25.0829216007181,-12.6403487950217,-11.562405759174,0.286688933020898,0.3,0.68864455045226,0.81,NA,70,0.0800844982457429,0.194577908624183,-21.4570343036381,-0.150733356536761,-0.23151855415777,0.146208031759096
60,60,1,MED,raxml,40,NA,0.04,16091,0_0_0,EXT,REF,0.17241246322293,0.309500215194268,0.0844365057821896,0.0523224916262155,84.4183673469388,23.5402368710712,-12.5770163392183,-11.4588931027223,0.318214863799828,0.321,0.912281621915297,0.825,NA,68,0.0670945461893128,0.186578090073266,-20.367627640224,-0.0206888920736731,-0.00788148269473254,0.129836282507484
61,61,1,MED,raxml,40,NA,0.05,14812,0_0_0,EXT,REF,0.183948004977246,0.357733877682651,0.089465613185415,0.0552924893992783,85.4591836734694,22.8022283082506,-12.5480237982695,-11.3809785133256,0.415748212147144,0.323,0.820659385589031,0.827,NA,66,0.0669341219836269,0.180456629530858,-20.0999692453507,-0.114281499073623,-0.00591111202104944,0.119516190199543
62,62,1,MED,raxml,40,NA,0.1,11032,0_0_0,EXT,REF,0.226406929887705,0.407513374866085,0.109022563187029,0.066041804721531,82.4795918367347,25.6652637777238,-12.4011748308331,-11.1911353599402,0.306392639757729,0.309,0.808837161546932,0.815,NA,68,0.081186894199624,0.205628486469047,-21.3035433112205,-0.032511116115772,-0.0147777800526235,0.0890158392034406
63,63,1,MED,raxml,40,NA,0,123933,0_0_0,EXT,REF,5.16329735274436,0.0936623899261555,0.053508020245952,0.36364313137673,84,23.1200363856597,-12.4038710631986,-12.6293885774367,0.346785238568234,0.257,0.749726041336437,0.759,NA,78,0.0828193023383971,0.194905077725932,-13.7550539447532,-0.114281499073623,-0.140881503168345,1
64,64,1,MED,raxml,40,1,0.01,30043,0_0_0,EXT,REF,0.125362476969765,0.154333711263542,0.0561381494797161,0.0355485394731943,80.2040816326531,29.7189443498859,-12.7858446223721,-11.878203598862,0.243340778199869,0.294,0.66992602905227,0.808,NA,64,0.0789852862837304,0.184740759650271,-20.6848550263004,-0.191125955347265,-0.247281519547235,0.242413239411618
65,65,1,MED,raxml,40,1,0.02,21109,0_0_0,EXT,REF,0.142761672819754,0.212771702758375,0.0693624194845711,0.0438599037317194,84.2448979591837,23.1908537003342,-12.6284761872188,-11.5933162324947,0.371414871989273,0.305,0.73888900263118,0.813,NA,72,0.0800195937961143,0.197396586414121,-21.7780601759087,-0.0660074175683854,-0.11920742575783,0.170325901898606
66,66,1,MED,raxml,40,1,0.03,17500,0_0_0,EXT,REF,0.159307505093363,0.348636592774395,0.0778466081082059,0.0486359056438797,83.9285714285714,26.2255286031657,-12.6655910163731,-11.5902616851922,0.297525971726155,0.3,0.894548285852149,0.81,NA,70,0.0803421566646461,0.204180597078542,-20.4498373505181,-0.136940761820979,-0.0197037067368314,0.141205328685661
67,67,1,MED,raxml,40,1,0.04,15520,0_0_0,EXT,REF,0.173140526713932,0.236933508107016,0.0847561889662341,0.0525888569275879,85.030612244898,23.7718772084378,-12.6038648904368,-11.4771174838698,0.304422269084046,0.321,0.703422330504883,0.825,NA,72,0.0669556751593527,0.180239663329996,-20.9699212240188,-0.130044464463088,-0.216740774105146,0.125228954354369
68,68,1,MED,raxml,40,1,0.05,14277,0_0_0,EXT,REF,0.184911357178813,0.255696708082272,0.0896940793593723,0.0553769180662788,85.265306122449,23.2434675538299,-12.5662174631012,-11.4148853098524,0.308363010431412,0.322,0.699481589157517,0.824,NA,72,0.0669556751593527,0.175084108941952,-20.9515835310624,-0.158614839231493,-0.245311148873552,0.115199341579725
69,69,1,MED,raxml,40,1,0.1,10648,0_0_0,EXT,REF,0.229007014939115,0.431345822673594,0.109254818074324,0.0663770256522239,82.6836734693878,25.2205107736955,-12.4637922613719,-11.2436293238967,0.393088949399788,0.303,0.89553347118899,0.811,NA,66,0.0802255735777659,0.196956693330101,-20.6072493335104,-0.0384222281368214,-0.112311128399939,0.0859173908482809
70,70,1,MED,raxml,40,1,0,122558,0_0_0,EXT,REF,5.21275469516729,0.0759722290854131,0.0536938504745098,0.367142003724062,84.1122448979592,23.4779487034291,-12.588225711248,-12.7980491315999,0.327081531831402,0.2,0.703422330504883,0.738,NA,66,0.0750824470202122,0.166262889583935,-12.8784774778627,-0.133985205810454,-0.16255558057886,0.98890529560327
71,71,4,MED,raxml,40,0.25,0.01,33055,82_0_0,INT,REF,0.117220393239254,0.222319990118556,0.0542179224435814,0.0361253777018932,77.8469387755102,26.1488018060698,-12.9367313454404,-11.7635206269621,0.373385242662956,0.36,0.812777902894298,0.836,NA,98,0.0261515947513119,0.177642453161723,-20.3927171757745,-0.116251869747306,-0.191125955347265,0.266579030137826
72,72,4,MED,raxml,40,0.25,0.02,24442,82_0_0,INT,REF,0.122610188182858,0.231711208205677,0.0664730530636017,0.0436896685568178,77.7244897959184,26.2249509791862,-12.9279363790841,-11.6256446273941,0.358607462610333,0.359,0.773370489420635,0.835,NA,94,0.0265493488124323,0.182688012645135,-18.9619613464087,-0.131029649799929,-0.188170399336741,0.197117672201747
73,73,4,MED,raxml,40,0.25,0.03,20482,82_0_0,INT,REF,0.138099890003331,0.316300456979812,0.0742405675415774,0.0482760033335157,73.5,31.4856373736461,-12.9329056896188,-11.5827477155154,0.371414871989273,0.344,0.856126057715327,0.824,NA,102,0.0346516284281489,0.208413236615185,-20.0443866705477,-0.118222240420989,-0.0886666803157417,0.165181415679412
74,74,4,MED,raxml,40,0.25,0.04,18112,82_0_0,INT,REF,0.150591215682678,0.338928164043295,0.0804471119638615,0.0523134949851493,67.4897959183673,35.5928421212355,-12.851918506309,-11.4521594458936,0.375355613336639,0.354,0.824600126936397,0.828,NA,104,0.0281550604039996,0.19829940259412,-17.7160928163956,-0.053200008189445,-0.114281499073623,0.146068050033469
75,75,4,MED,raxml,40,0.25,0.05,16486,82_0_0,INT,REF,0.161666087171657,0.288169990081329,0.0851679808143419,0.0550037234688387,70.9285714285714,33.6094151020983,-12.8031416687394,-11.3043742630438,0.395059320073471,0.363,0.876814949789,0.835,NA,104,0.0339215146004396,0.207896539662202,-19.8819433761204,-0.094577792336791,-0.0679777882420686,0.132954829552328
76,76,4,MED,raxml,40,0.25,0.1,11704,82_0_0,INT,REF,0.196468388639266,0.383424423187183,0.103204844502746,0.0643928794941763,64.0714285714286,32.9736695955718,-12.6362590317539,-10.7898394015955,0.401955617431362,0.372,0.833466794967971,0.84,NA,110,0.0366053748231966,0.225751722312487,-20.1827392830065,-0.0876814949789,-0.0463037108315539,0.0943893803882352
77,77,4,MED,raxml,40,0.25,0,123280,82_0_0,INT,REF,6.66209189699228,0.0884881085894104,0.0593321313475418,0.469602743406054,75.6938775510204,27.8461932334224,-12.152233847772,-12.3758270757072,0.359592647947174,0.271,0.727066778589081,0.791,NA,96,0.0420867392861735,0.21341344759771,-13.3899020415575,-0.179303731305166,-0.217725959441988,0.994217602038759
78,78,4,MED,raxml,40,0.5,0.01,33005,82_0_0,INT,REF,0.116891945728486,0.221771388284387,0.0541218650763222,0.036077462726266,78.6938775510204,25.1701050640101,-12.9632259639465,-11.8010036821588,0.437422289557659,0.357,0.809822346883773,0.833,NA,98,0.0265037932364665,0.183240013471917,-17.8623986825351,-0.0522148228526034,-0.19408151135779,0.266175794575675
79,79,4,MED,raxml,40,0.5,0.02,24392,82_0_0,INT,REF,0.12240582362095,0.194425030710917,0.0664332453351222,0.0436831364024642,76.5204081632653,27.3865907408901,-12.9294604042489,-11.6496173139621,0.428555621526084,0.352,0.862037169736377,0.83,NA,94,0.0319895663035691,0.185247643290299,-18.7592472387836,-0.110340757726256,-0.130044464463088,0.196714436639596
80,80,4,MED,raxml,40,0.5,0.03,20439,82_0_0,INT,REF,0.137055751967118,0.26122715229841,0.0743632562087147,0.0483709160089065,70.1020408163265,34.1556442924042,-12.9935047486602,-11.6427699103935,0.368459315978748,0.338,0.880755691136367,0.822,NA,102,0.0378637863786379,0.214475063575501,-19.7753395098369,-0.0788148269473259,-0.129059279126246,0.164834633095962
