,tree.num,simulation,height,method,quality,missing,maf,int,noref,dxy,snps,mean.support,sd.support,colless,ingroup.colless,sackin,ingroup.sackin
164,440,3,Cichlids,astral,40,0.25,4,INT,REF,0.229259,124749,0.986458333333333,0.0685562227209089,0.464014380785752,0.800444876303172,0.749561692038523,1.32087546725647
165,739,3,Cichlids,astral,40,0.25,5,EXT,REF,0.277487,65649,0.966875,0.140865957864583,0.516181678033855,0.837214428924872,0.812711578180963,1.34633131137919
166,67,3,Cichlids,astral,40,0.25,5,INT,REF,0.229259,98620,0.984791666666667,0.0628402088154681,0.469505675232921,0.803273303427918,0.755052986485692,1.31804704013172
167,797,3,Cichlids,astral,40,0.25,10,EXT,REF,0.277487,38268,0.973125,0.128380356587162,0.516181678033855,0.789131167804187,0.812711578180963,1.30390490450799
168,32,3,Cichlids,astral,40,0.25,10,INT,REF,0.229259,58044,0.975625,0.0857732351747352,0.502453441915933,0.834386001800126,0.788000753168704,1.34350288425444
169,651,3,Cichlids,astral,40,0.5,0,EXT,REF,0.277487,124039,0.98625,0.0612155243833777,0.453031791891415,0.786302740679441,0.749561692038523,1.30673333163274
170,187,3,Cichlids,astral,40,0.5,0,INT,REF,0.229259,187136,0.986875,0.0639200381460755,0.469505675232921,0.786302740679441,0.788000753168704,1.30673333163274
171,466,3,Cichlids,astral,40,0.5,1,EXT,REF,0.277487,124039,0.97125,0.0932766418504312,0.483233911350843,0.817415439051649,0.774272517050782,1.33218917575546
172,628,3,Cichlids,astral,40,0.5,1,INT,REF,0.229259,187136,0.988333333333333,0.0637259202193379,0.450286144667831,0.786302740679441,0.735833455920601,1.30673333163274
173,684,3,Cichlids,astral,40,0.5,2,EXT,REF,0.277487,124039,0.989166666666667,0.0552300154800728,0.453031791891415,0.786302740679441,0.749561692038523,1.30673333163274
174,210,3,Cichlids,astral,40,0.5,2,INT,REF,0.229259,187136,0.997916666666667,0.0103056137012244,0.450286144667831,0.786302740679441,0.735833455920601,1.30673333163274
175,164,3,Cichlids,astral,40,0.5,3,EXT,REF,0.277487,83470,0.996458333333333,0.014364492768012,0.453031791891415,0.817415439051649,0.722105219802679,1.33218917575546
176,895,3,Cichlids,astral,40,0.5,3,INT,REF,0.229259,124777,0.989791666666667,0.0471073732013268,0.518927325257439,0.786302740679441,0.908809231006414,1.30673333163274
